Year,NOC,Sport,Medal_Count,Num_Events,Residuals
1988,MRI,Boxing,1,12.0,0.07978448990704479
1988,MRI,Table Tennis,4,4.0,3.217504116017622
1988,MRI,Weightlifting,1,10.0,1.6871325737648704
1988,MRI,Wrestling,2,10.0,0.46935790091923657
1988,MRI,Wrestling,2,10.0,0.46935790091923657
1988,MTN,Athletics,2,42.0,-4.533327083977799
1988,MTN,Wrestling,5,10.0,10.773851249505542
1988,MTN,Wrestling,5,10.0,10.773851249505542
1988,MYA,Athletics,3,42.0,-9.270900586921424
1988,NED,Archery,3,4.0,-4.948846375467248
1988,NED,Athletics,26,42.0,4.0232998028131135
1988,NED,Boxing,2,12.0,-7.059095274715739
1988,NED,Canoeing,2,12.0,-11.034260735559068
1988,NED,Cycling,17,3.0,4.300152196381598
1988,NED,Cycling,17,6.0,3.3249186704180698
1988,NED,Fencing,8,8.0,-5.662726601870192
1988,NED,Judo,3,7.0,-5.6408421736583385
1988,NED,Rowing,16,14.0,1.7410679586299302
1988,NED,Sailing,12,8.0,2.090188359076297
1988,NED,Shooting,5,13.0,-7.746715588132661
1988,NED,Table Tennis,4,4.0,-4.921375648605162
1988,NED,Tennis,1,4.0,-7.429226163179168
1988,NED,Volleyball,12,2.0,-4.4522893585130845
1988,NEP,Athletics,11,42.0,0.34106593713783084
1988,NEP,Boxing,5,12.0,7.258670859608978
1988,NEP,Judo,2,7.0,4.676923960666379
1988,NEP,Shooting,1,13.0,-0.42894945380794525
1988,NEP,Weightlifting,1,10.0,4.866018943466804
1988,NGR,Athletics,34,42.0,13.631845804605575
1988,NGR,Boxing,7,12.0,-0.4505492729232756
1988,NGR,Football,17,1.0,0.9481752904314789
1988,NGR,Judo,3,7.0,-4.032296171865877
1988,NGR,Table Tennis,10,4.0,2.6871703531873052
1988,NGR,Tennis,5,4.0,-1.8206801613867007
1988,NGR,Weightlifting,4,10.0,-1.8432011890654518
1988,NGR,Wrestling,6,10.0,-2.0609758619110856
1988,NGR,Wrestling,6,10.0,-2.0609758619110856
1988,NIG,Athletics,3,42.0,-6.863270954537157
1988,NIG,Boxing,3,12.0,6.054333967933992
1988,NOR,Athletics,13,42.0,-4.1678692594199305
1988,NOR,Canoeing,8,12.0,-0.2254297977921098
1988,NOR,Cycling,5,3.0,-2.8910168658514444
1988,NOR,Cycling,5,6.0,-3.8662503918149724
1988,NOR,Handball,14,2.0,-1.1107779397132518
1988,NOR,Rowing,9,14.0,-0.45010110360311195
1988,NOR,Sailing,7,8.0,1.8990192968432549
1988,NOR,Shooting,11,13.0,3.0621153496342934
1988,NOR,Wrestling,5,10.0,0.13930907406341042
1988,NOR,Wrestling,5,10.0,0.13930907406341042
1988,NZL,Archery,1,4.0,-3.800153137654542
1988,NZL,Athletics,6,42.0,-12.828006959374182
1988,NZL,Canoeing,10,12.0,0.11443250225363855
1988,NZL,Cycling,14,3.0,4.448845434194304
1988,NZL,Cycling,14,6.0,3.473611908230776
1988,NZL,Fencing,1,8.0,-9.514033364057486
1988,NZL,Judo,2,7.0,-3.4921489358456306
1988,NZL,Rowing,15,14.0,3.8897611964426364
1988,NZL,Sailing,13,8.0,6.238881596889003
1988,NZL,Shooting,4,13.0,-5.598022350319958
1988,NZL,Table Tennis,3,4.0,-2.7726824107924557
1988,NZL,Tennis,4,4.0,-1.28053292536646
1988,NZL,Weightlifting,1,10.0,-3.303053953045209
1988,NZL,Wrestling,2,10.0,-4.520828625890843
1988,NZL,Wrestling,2,10.0,-4.520828625890843
1988,OMA,Athletics,10,42.0,0.8621218768187227
1988,OMA,Boxing,2,12.0,5.779726799289872
1988,OMA,Shooting,1,13.0,1.0921064858729501
1988,PAK,Athletics,10,42.0,-4.189929282885217
1988,PAK,Boxing,2,12.0,0.7276756395859323
1988,PAK,Sailing,2,8.0,-0.12304072662203147
1988,PAK,Table Tennis,1,4.0,-0.1346047343034904
1988,PAK,Wrestling,3,10.0,1.117249050598124
1988,PAK,Wrestling,3,10.0,1.117249050598124
1988,PAN,Weightlifting,2,10.0,4.951842081243839
1988,PAN,Wrestling,5,10.0,5.7340674083982055
1988,PAN,Wrestling,5,10.0,5.7340674083982055
1988,PAR,Athletics,4,42.0,-7.870638823747196
1988,PAR,Boxing,2,12.0,3.0469660987239546
1988,PAR,Fencing,2,8.0,-1.5566652284304965
1988,PAR,Judo,1,7.0,2.4652191997813553
1988,PAR,Tennis,4,4.0,5.676835210260528
1988,PER,Athletics,2,42.0,-11.875605134039073
1988,PER,Shooting,4,13.0,-0.6456205249848459
1988,PER,Table Tennis,1,4.0,0.17971941454265306
1988,PER,Volleyball,12,2.0,3.6488057046347286
1988,PER,Weightlifting,1,10.0,1.6493478722899013
1988,PER,Wrestling,2,10.0,0.43157319944426753
1988,PER,Wrestling,2,10.0,0.43157319944426753
1988,PHI,Archery,2,4.0,1.8262100712780605
1988,PHI,Athletics,4,42.0,-10.20164375044158
1988,PHI,Boxing,6,12.0,4.715961172029569
1988,PHI,Cycling,4,3.0,-0.9247913568730937
1988,PHI,Cycling,4,6.0,-1.9000248828366217
1988,PHI,Fencing,1,8.0,-4.887670155124884
1988,PHI,Judo,3,7.0,2.13421427308697
1988,PHI,Rowing,1,14.0,-5.483875594624761
1988,PHI,Sailing,2,8.0,-0.13475519417839443
1988,PHI,Weightlifting,3,10.0,3.323309255887395
1988,PHI,Wrestling,3,10.0,1.105534583041761
1988,PHI,Wrestling,3,10.0,1.105534583041761
1988,PNG,Athletics,10,42.0,-2.882422917051798
1988,PNG,Boxing,2,12.0,2.035182005419351
1988,PNG,Sailing,1,8.0,0.18446563921138726
1988,PNG,Weightlifting,2,10.0,3.6425300892771766
1988,POL,Archery,6,4.0,-4.061730441474545
1988,POL,Athletics,26,42.0,1.9104157368058132
1988,POL,Boxing,7,12.0,-4.171979340723038
1988,POL,Canoeing,19,12.0,3.852855198433634
1988,POL,Cycling,13,3.0,-1.8127318696257007
1988,POL,Cycling,13,6.0,-2.7879653955892287
1988,POL,Fencing,32,8.0,16.22438933212251
1988,POL,Judo,6,7.0,-4.753726239665635
1988,POL,Modern Pentathlon,6,2.0,0.9845536263817021
1988,POL,Rowing,13,14.0,-3.37181610737737
1988,POL,Sailing,2,8.0,-10.022695706931001
1988,POL,Shooting,8,13.0,-6.859599654139963
1988,POL,Table Tennis,5,4.0,-6.03425971461246
1988,POL,Tennis,1,4.0,-9.542110229186463
1988,POL,Weightlifting,7,10.0,-2.564631256865214
1988,POL,Wrestling,18,10.0,6.217594070289152
1988,POL,Wrestling,18,10.0,6.217594070289152
1988,POR,Archery,3,4.0,1.0886084962399547
1988,POR,Athletics,37,42.0,21.060754674520314
1988,POR,Canoeing,4,12.0,-2.996805863851865
1988,POR,Fencing,4,8.0,-3.6252717301629893
1988,POR,Gymnastics,12,14.0,-18.403515279639148
1988,POR,Gymnastics,12,1.0,-14.177503333797187
1988,POR,Judo,3,7.0,0.39661269804886423
1988,POR,Modern Pentathlon,1,2.0,4.134892564096202
1988,POR,Sailing,3,8.0,-0.8723567692165002
1988,POR,Shooting,2,13.0,-4.709260716425458
1988,POR,Weightlifting,1,10.0,-0.41429231915071085
1988,POR,Wrestling,1,10.0,-2.6320669919963446
1988,POR,Wrestling,1,10.0,-2.6320669919963446
1988,PUR,Archery,2,4.0,1.9999251443367498
1988,PUR,Athletics,5,42.0,-9.02792867738289
1988,PUR,Basketball,12,2.0,4.872762155433877
1988,PUR,Boxing,10,12.0,8.889676245088259
1988,PUR,Judo,4,7.0,3.3079293461456594
1988,PUR,Rowing,1,14.0,-5.310160521566072
1988,PUR,Sailing,3,8.0,1.038959878880295
1988,PUR,Shooting,2,13.0,-2.797944068328663
1988,PUR,Weightlifting,2,10.0,2.4970243289460843
1988,PUR,Wrestling,3,10.0,1.2792496561004505
1988,PUR,Wrestling,3,10.0,1.2792496561004505
1988,QAT,Athletics,11,42.0,-2.6259889180497353
1988,QAT,Sailing,1,8.0,-0.55910036178655
1988,QAT,Shooting,1,13.0,-3.3960043089955114
1988,ROU,Athletics,6,42.0,-18.25884923153549
1988,ROU,Boxing,2,12.0,-9.34124430906434
1988,ROU,Canoeing,10,12.0,-5.3164097699076684
1988,ROU,Fencing,2,8.0,-13.944875636218793
1988,ROU,Gymnastics,84,14.0,45.276880814305045
1988,ROU,Gymnastics,84,1.0,49.502892760147006
1988,ROU,Rowing,40,14.0,23.458918924281328
1988,ROU,Shooting,5,13.0,-10.028864622481265
1988,ROU,Weightlifting,4,10.0,-5.733896225206516
1988,ROU,Wrestling,4,10.0,-7.95167089805215
1988,ROU,Wrestling,4,10.0,-7.95167089805215
1988,RWA,Athletics,8,42.0,-0.7664871515924929
1988,SAM,Athletics,1,42.0,-12.140476594808698
1988,SAM,Boxing,7,12.0,6.777128327662451
1988,SAM,Weightlifting,1,10.0,2.384476411520277
1988,SAM,Wrestling,2,10.0,1.166701738674643
1988,SAM,Wrestling,2,10.0,1.166701738674643
1988,SEN,Athletics,18,42.0,2.7922206805970635
1988,SEN,Judo,5,7.0,3.1280787041256133
1988,SEN,Wrestling,6,10.0,3.0993990140804044
1988,SEN,Wrestling,6,10.0,3.0993990140804044
1988,SGP,Sailing,2,8.0,1.187344385295443
1988,SGP,Shooting,1,13.0,-2.649559561913515
1988,SLE,Athletics,16,42.0,4.997381927718752
1988,SLE,Boxing,2,12.0,3.9149868501899014
1988,SLE,Cycling,1,3.0,-0.7257656787127615
1988,SLE,Cycling,1,6.0,-1.7009992046762896
1988,SLE,Weightlifting,1,10.0,4.522334934047727
1988,SMR,Athletics,2,42.0,-8.989440314847712
1988,SMR,Judo,3,7.0,5.346417708680837
1988,SMR,Sailing,1,8.0,2.077448241415473
1988,SMR,Shooting,2,13.0,0.24054429420651502
1988,SMR,Weightlifting,1,10.0,4.535512691481262
1988,SOL,Archery,1,4.0,5.714690447052511
1988,SOL,Athletics,2,42.0,-7.3131633746671305
1988,SOL,Boxing,1,12.0,4.604441547804019
1988,SOL,Weightlifting,1,10.0,6.211789631661844
1988,SOM,Athletics,5,42.0,0.4580648435440011
1988,SRI,Athletics,2,42.0,-9.287648186690788
1988,SRI,Shooting,2,13.0,-0.0576635776365606
1988,SUD,Athletics,3,42.0,-7.325309869637071
1988,SUD,Boxing,5,12.0,7.592295052834075
1988,SUI,Archery,2,4.0,-4.110850764788529
1988,SUI,Athletics,20,42.0,-0.13870458650816886
1988,SUI,Canoeing,1,12.0,-10.196265124880348
1988,SUI,Cycling,9,3.0,-1.8618521929396827
1988,SUI,Cycling,9,6.0,-2.837085718903211
1988,SUI,Fencing,10,8.0,-1.8247309911914726
1988,SUI,Gymnastics,14,14.0,-20.60297454066763
1988,SUI,Gymnastics,14,1.0,-16.37696259482567
1988,SUI,Judo,2,7.0,-4.80284656297962
1988,SUI,Modern Pentathlon,6,2.0,4.935433303067719
1988,SUI,Rowing,7,14.0,-5.42093643069135
1988,SUI,Sailing,10,8.0,1.9281839697550165
1988,SUI,Shooting,16,13.0,5.091280022546059
1988,SUI,Tennis,3,4.0,-3.5912305525004484
1988,SUI,Wrestling,4,10.0,-3.831526253024828
1988,SUI,Wrestling,4,10.0,-3.831526253024828
1988,SUR,Athletics,5,42.0,-3.6885923907201423
1988,SUR,Cycling,2,3.0,2.588260002848342
1988,SUR,Cycling,2,6.0,1.613026476884814
1988,SUR,Judo,1,7.0,5.647265632808406
1988,SWE,Archery,12,4.0,4.398562526743447
1988,SWE,Athletics,13,42.0,-8.629291294976195
1988,SWE,Boxing,6,12.0,-2.7116863725050457
1988,SWE,Canoeing,17,12.0,4.313148166651629
1988,SWE,Cycling,10,3.0,-2.3524389014077087
1988,SWE,Cycling,10,6.0,-3.327672427371237
1988,SWE,Fencing,17,8.0,3.6846823003405014
1988,SWE,Football,17,1.0,-0.31296180915029126
1988,SWE,Gymnastics,7,14.0,-29.09356124913566
1988,SWE,Gymnastics,7,1.0,-24.867549303293696
1988,SWE,Handball,14,2.0,-5.57219997526952
1988,SWE,Judo,2,7.0,-6.293433271447643
1988,SWE,Modern Pentathlon,6,2.0,3.4448465945996958
1988,SWE,Rowing,8,14.0,-5.911523139159376
1988,SWE,Sailing,15,8.0,5.4375972612869905
1988,SWE,Shooting,21,13.0,8.600693314078033
1988,SWE,Table Tennis,7,4.0,-1.5739667463944649
1988,SWE,Tennis,5,4.0,-3.081817260968471
1988,SWE,Volleyball,12,2.0,-4.104880456302389
1988,SWE,Weightlifting,3,10.0,-4.104338288647222
1988,SWE,Wrestling,10,10.0,0.6778870385071478
1988,SWE,Wrestling,10,10.0,0.6778870385071478
1988,SWZ,Athletics,5,42.0,-3.748252883127643
1988,SWZ,Boxing,2,12.0,6.169352039343506
1988,SWZ,Weightlifting,2,10.0,7.776700123201332
1988,SYR,Athletics,1,42.0,-12.407505018927328
1988,SYR,Boxing,3,12.0,2.5100999035438196
1988,SYR,Weightlifting,1,10.0,2.117447987401645
1988,SYR,Wrestling,8,10.0,6.899673314556013
1988,SYR,Wrestling,8,10.0,6.899673314556013
1988,TAN,Athletics,6,42.0,-5.635279168263107
1988,TAN,Boxing,4,12.0,5.282325754208042
1988,TCH,Athletics,27,42.0,3.4308469503942014
1988,TCH,Basketball,12,2.0,-4.668462216789038
1988,TCH,Boxing,3,12.0,-7.651548127134657
1988,TCH,Canoeing,11,12.0,-3.6267135879779815
1988,TCH,Cycling,15,3.0,0.7076993439626804
1988,TCH,Cycling,15,6.0,-0.26753418200084766
1988,TCH,Gymnastics,36,14.0,-2.0334230037652645
1988,TCH,Gymnastics,36,1.0,2.1925889420766964
1988,TCH,Handball,29,2.0,7.487938270100869
1988,TCH,Judo,3,7.0,-7.233295026077254
1988,TCH,Modern Pentathlon,6,2.0,1.504984839970085
1988,TCH,Rowing,17,14.0,1.1486151062110128
1988,TCH,Shooting,21,13.0,6.660831559448422
1988,TCH,Table Tennis,6,4.0,-4.513828501024076
1988,TCH,Tennis,9,4.0,-1.0216790155980817
1988,TCH,Weightlifting,5,10.0,-4.044200043276833
1988,TCH,Wrestling,9,10.0,-2.261974716122463
1988,TCH,Wrestling,9,10.0,-2.261974716122463
1988,TGA,Athletics,4,42.0,-6.934086302596176
1988,TGA,Boxing,3,12.0,4.983518619874973
1988,THA,Athletics,5,42.0,-11.712581421509054
1988,THA,Boxing,6,12.0,2.2050235009620955
1988,THA,Sailing,1,8.0,-3.645692865245868
1988,THA,Shooting,3,13.0,-4.482596812454826
1988,TOG,Athletics,3,42.0,-7.133785431470731
1988,TOG,Boxing,3,12.0,5.78381949100042
1988,TPE,Archery,12,4.0,10.361560710683204
1988,TPE,Athletics,25,42.0,9.333706888963563
1988,TPE,Boxing,2,12.0,-0.7486881885652874
1988,TPE,Cycling,6,3.0,-0.3894407174679504
1988,TPE,Cycling,6,6.0,-1.3646742434314785
1988,TPE,Fencing,4,8.0,-3.3523195157197403
1988,TPE,Gymnastics,7,14.0,-23.1305630651959
1988,TPE,Gymnastics,7,1.0,-18.90455111935394
1988,TPE,Judo,5,7.0,2.6695649124921133
1988,TPE,Modern Pentathlon,2,2.0,5.4078447785394514
1988,TPE,Shooting,4,13.0,-2.436308501982209
1988,TPE,Table Tennis,11,4.0,8.38903143754529
1988,TPE,Weightlifting,7,10.0,5.858659895292538
1988,TPE,Wrestling,4,10.0,0.6408852224469044
1988,TPE,Wrestling,4,10.0,0.6408852224469044
1988,TTO,Athletics,4,42.0,-10.164987766095102
1988,TTO,Cycling,3,3.0,-1.888135372526616
1988,TTO,Cycling,3,6.0,-2.863368898490144
1988,TUN,Athletics,2,42.0,-12.893325706383138
1988,TUN,Football,19,1.0,8.423003779442766
1988,TUN,Table Tennis,5,4.0,3.1619988421985887
1988,TUN,Volleyball,12,2.0,2.6310851322906643
1988,TUN,Wrestling,3,10.0,0.4138526271002032
1988,TUN,Wrestling,3,10.0,0.4138526271002032
1988,TUR,Archery,12,4.0,7.963084341353886
1988,TUR,Athletics,4,42.0,-14.064769480365754
1988,TUR,Boxing,4,12.0,-1.1471645578946053
1988,TUR,Judo,4,7.0,-0.7289114568372046
1988,TUR,Sailing,2,8.0,-3.997880924102569
1988,TUR,Shooting,2,13.0,-6.834784871311527
1988,TUR,Weightlifting,5,10.0,1.4601835259632185
1988,TUR,Wrestling,12,10.0,6.242408853117585
1988,TUR,Wrestling,12,10.0,6.242408853117585
1988,UAE,Cycling,7,3.0,4.468549119389479
1988,UAE,Cycling,7,6.0,3.493315593425951
1988,UGA,Athletics,19,42.0,3.8657072883452557
1988,UGA,Boxing,9,12.0,6.783312210816405
1988,UGA,Weightlifting,2,10.0,1.3906602946742304
1988,URS,Archery,12,4.0,-8.092421508758136
1988,URS,Athletics,93,42.0,58.87972466952222
1988,URS,Basketball,24,2.0,-3.219584497661007
1988,URS,Boxing,12,12.0,-9.202670408006629
1988,URS,Canoeing,23,12.0,-2.1778358688499573
1988,URS,Cycling,20,3.0,-4.843422936909292
1988,URS,Cycling,20,6.0,-5.81865646287282
1988,URS,Fencing,32,8.0,6.193698264838922
1988,URS,Football,18,1.0,-11.803945844651874
1988,URS,Gymnastics,84,14.0,35.415454715362756
1988,URS,Gymnastics,84,1.0,39.64146666120472
1988,URS,Handball,29,2.0,-3.063184010771103
1988,URS,Judo,7,7.0,-13.784417306949226
1988,URS,Modern Pentathlon,6,2.0,-9.04613744090189
1988,URS,Rowing,53,14.0,26.597492825339046
1988,URS,Sailing,15,8.0,-7.053386774214587
1988,URS,Shooting,29,13.0,4.1097092785764495
1988,URS,Table Tennis,8,4.0,-13.064950781896052
1988,URS,Tennis,10,4.0,-10.572801296470054
1988,URS,Volleyball,24,2.0,-4.595864491803976
1988,URS,Weightlifting,9,10.0,-10.595322324148803
1988,URS,Wrestling,20,10.0,-1.8130969969944353
1988,URS,Wrestling,20,10.0,-1.8130969969944353
1988,URU,Athletics,2,42.0,-11.84675473698636
1988,URU,Boxing,2,12.0,1.0708501854847885
1988,URU,Cycling,3,3.0,-1.5699023434178745
1988,URU,Cycling,3,6.0,-2.5451358693814026
1988,URU,Modern Pentathlon,1,2.0,6.227383152589527
1988,URU,Rowing,1,14.0,-5.128986581169542
1988,URU,Sailing,5,8.0,3.2201338192768247
1988,URU,Weightlifting,1,10.0,1.678198269342614
1988,USA,Archery,12,4.0,-10.408184077593436
1988,USA,Athletics,135,42.0,98.56396210068692
1988,USA,Basketball,24,2.0,-5.535347066496303
1988,USA,Boxing,11,12.0,-12.518432976841925
1988,USA,Canoeing,23,12.0,-4.493598437685254
1988,USA,Cycling,19,3.0,-8.159185505744592
1988,USA,Cycling,19,6.0,-9.134419031708116
1988,USA,Fencing,31,8.0,2.8779356960036253
1988,USA,Football,16,1.0,-16.119708413487174
1988,USA,Gymnastics,84,14.0,33.09969214652746
1988,USA,Gymnastics,84,1.0,37.32570409236942
1988,USA,Handball,28,2.0,-6.378946579606392
1988,USA,Judo,7,7.0,-16.100179875784523
1988,USA,Modern Pentathlon,6,2.0,-11.361900009737187
1988,USA,Rowing,53,14.0,24.28173025650375
1988,USA,Sailing,15,8.0,-9.369149343049884
1988,USA,Shooting,30,13.0,2.793946709741153
1988,USA,Table Tennis,5,4.0,-18.38071335073135
1988,USA,Tennis,10,4.0,-12.888563865305354
1988,USA,Volleyball,24,2.0,-6.9116270606392725
1988,USA,Weightlifting,10,10.0,-11.9110848929841
1988,USA,Wrestling,20,10.0,-4.128859565829732
1988,USA,Wrestling,20,10.0,-4.128859565829732
1988,VAN,Athletics,5,42.0,-6.033485934964059
1988,VAN,Boxing,1,12.0,2.8841189875070903
1988,VEN,Boxing,6,12.0,3.5647775777788837
1988,VEN,Cycling,4,3.0,-2.0759749511237793
1988,VEN,Cycling,4,6.0,-3.0512084770873074
1988,VEN,Judo,2,7.0,-0.016969321163715634
1988,VEN,Table Tennis,2,4.0,-0.297502796110539
1988,VEN,Weightlifting,1,10.0,0.17212566163670928
1988,VIE,Athletics,3,42.0,-8.037074186035031
1988,VIE,Boxing,2,12.0,3.8805307364361177
1988,VIE,Cycling,1,3.0,-0.7602217924665435
1988,VIE,Cycling,1,6.0,-1.7354553184300716
1988,VIE,Shooting,1,13.0,-0.807089576980804
1988,VIE,Wrestling,1,10.0,2.2701041474483112
1988,VIE,Wrestling,1,10.0,2.2701041474483112
1988,VIN,Athletics,6,42.0,1.7142591211784506
1988,YAR,Athletics,4,42.0,-6.193104211849789
1988,YAR,Judo,2,7.0,5.142753811678762
1988,YAR,Wrestling,2,10.0,4.1140741216335535
1988,YAR,Wrestling,2,10.0,4.1140741216335535
1988,YMD,Athletics,3,42.0,-5.9588024612354715
1988,YMD,Boxing,2,12.0,5.958802461235677
1988,YUG,Athletics,14,42.0,-5.479692089920505
1988,YUG,Basketball,24,2.0,11.420998742896261
1988,YUG,Boxing,7,12.0,0.4379128325506425
1988,YUG,Canoeing,4,12.0,-6.537252628292686
1988,YUG,Cycling,7,3.0,-3.2028396963520205
1988,YUG,Cycling,7,6.0,-4.178073222315549
1988,YUG,Football,17,1.0,1.836637395905397
1988,YUG,Gymnastics,7,14.0,-26.943962044079967
1988,YUG,Gymnastics,7,1.0,-22.717950098238006
1988,YUG,Handball,30,2.0,12.577399229786174
1988,YUG,Judo,4,7.0,-2.1438340663919577
1988,YUG,Rowing,10,14.0,-1.761923934103688
1988,YUG,Sailing,1,8.0,-6.412803533657321
1988,YUG,Shooting,12,13.0,1.7502925191337209
1988,YUG,Table Tennis,9,4.0,2.57563245866122
1988,YUG,Tennis,5,4.0,-0.9322180559127862
1988,YUG,Wrestling,10,10.0,2.8274862435628343
1988,YUG,Wrestling,10,10.0,2.8274862435628343
1988,ZAM,Athletics,8,42.0,-5.554905537922526
1988,ZAM,Boxing,7,12.0,6.362699384548623
1988,ZAM,Football,18,1.0,8.761423947903378
1988,ZIM,Archery,7,4.0,7.884472445914756
1988,ZIM,Athletics,11,42.0,-2.143381375804884
1988,ZIM,Boxing,3,12.0,2.7742235466662652
1988,ZIM,Cycling,3,3.0,-0.8665289822363977
1988,ZIM,Cycling,3,6.0,-1.8417625081999258
1988,ZIM,Judo,2,7.0,2.192476647723666
1988,ZIM,Sailing,1,8.0,-0.07649281954169851
1988,ZIM,Shooting,2,13.0,-1.9133967667506564
1988,ZIM,Tennis,4,4.0,4.404092658202837
1992,AHO,Athletics,1,43.0,-9.943128717714242
1992,AHO,Sailing,2,10.0,2.798681996561102
1992,AHO,Shooting,1,13.0,-0.3880662666721726
1992,ALB,Athletics,1,43.0,-11.056181374931148
1992,ALB,Shooting,2,13.0,-0.501118923889079
1992,ALB,Weightlifting,3,10.0,5.79384947338567
1992,ALG,Athletics,9,43.0,-6.248832787019863
1992,ALG,Boxing,8,12.0,5.9938499774391305
1992,ALG,Judo,3,14.0,-0.8634418154183674
1992,ALG,Volleyball,10,2.0,0.6006558936417861
1992,ALG,Weightlifting,2,10.0,1.601198061296956
1992,ALG,Wrestling,2,10.0,-0.6165766115486777
1992,ALG,Wrestling,2,10.0,-0.6165766115486777
1992,AND,Athletics,1,43.0,-8.63199964479312
1992,AND,Cycling,3,3.0,2.9699305907632088
1992,AND,Cycling,3,7.0,1.6696192228118374
1992,AND,Judo,1,14.0,2.753391326808373
1992,AND,Sailing,2,10.0,4.109811069482223
1992,AND,Shooting,1,13.0,0.9230628062489483
1992,ANG,Athletics,7,43.0,-6.409644997261079
1992,ANG,Basketball,12,2.0,5.8161236775435325
1992,ANG,Boxing,1,12.0,0.8330377671979123
1992,ANG,Judo,4,14.0,1.9757459743404144
1992,ANG,Sailing,3,10.0,1.3321657170142642
1992,ANT,Athletics,7,43.0,-4.80737717119349
1992,ANT,Cycling,6,3.0,3.794553064362839
1992,ANT,Cycling,6,7.0,2.4942416964114678
1992,ANT,Sailing,5,10.0,4.934433543081854
1992,ARG,Athletics,4,43.0,-13.871656776521135
1992,ARG,Boxing,3,12.0,-1.6289740120621437
1992,ARG,Canoeing,7,12.0,-1.6041394729054712
1992,ARG,Canoeing,7,4.0,0.9964832629972706
1992,ARG,Cycling,8,3.0,-0.26972654096480575
1992,ARG,Cycling,8,7.0,-1.5700379089161771
1992,ARG,Fencing,5,8.0,-4.232605339216596
1992,ARG,Gymnastics,17,14.0,-15.010848888692749
1992,ARG,Gymnastics,17,1.0,-10.784836942850795
1992,ARG,Judo,9,14.0,2.5137341950803576
1992,ARG,Rowing,6,14.0,-3.8288107787164734
1992,ARG,Sailing,7,10.0,0.8701539377542087
1992,ARG,Shooting,4,13.0,-4.316594325479066
1992,ARG,Table Tennis,3,4.0,-1.4912543859515655
1992,ARG,Tennis,10,4.0,6.0008950994744295
1992,ARG,Weightlifting,2,10.0,-1.0216259282043176
1992,ARG,Wrestling,1,10.0,-4.239400601049951
1992,ARG,Wrestling,1,10.0,-4.239400601049951
1992,ARU,Athletics,2,43.0,-9.45559065229109
1992,ARU,Cycling,2,3.0,0.14633958326523966
1992,ARU,Cycling,2,7.0,-1.1539717846861315
1992,ARU,Sailing,1,10.0,1.2862200619842539
1992,ASA,Boxing,2,12.0,4.106058963824688
1992,ASA,Weightlifting,1,10.0,4.713407047682514
1992,AUS,Archery,6,4.0,-5.159274829112597
1992,AUS,Athletics,42,43.0,16.48779350717992
1992,AUS,Badminton,4,4.0,-7.713213131672248
1992,AUS,Basketball,12,2.0,-6.286437818015468
1992,AUS,Boxing,6,12.0,-6.26952372836109
1992,AUS,Canoeing,20,12.0,3.755310810795585
1992,AUS,Canoeing,20,4.0,6.355933546698324
1992,AUS,Cycling,19,3.0,3.0897237427362487
1992,AUS,Cycling,19,7.0,1.7894123747848774
1992,AUS,Fencing,2,8.0,-14.87315505551554
1992,AUS,Football,19,1.0,-1.8707991650063356
1992,AUS,Gymnastics,43,14.0,3.348601395008302
1992,AUS,Gymnastics,43,1.0,7.574613340850263
1992,AUS,Judo,2,14.0,-12.126815521218587
1992,AUS,Modern Pentathlon,6,2.0,-0.11299076125634944
1992,AUS,Rowing,28,14.0,10.530639504984581
1992,AUS,Sailing,13,10.0,-0.7703957785447368
1992,AUS,Shooting,10,13.0,-5.957144041778012
1992,AUS,Table Tennis,3,4.0,-9.131804102250511
1992,AUS,Tennis,10,4.0,-1.6396546168245152
1992,AUS,Weightlifting,4,10.0,-6.662175644503263
1992,AUS,Wrestling,2,10.0,-10.879950317348897
1992,AUS,Wrestling,2,10.0,-10.879950317348897
1992,AUT,Athletics,20,43.0,2.0819900556585367
1992,AUT,Badminton,4,4.0,-0.11901658319363317
1992,AUT,Canoeing,4,12.0,-4.650492640725803
1992,AUT,Canoeing,4,4.0,-2.04986990482306
1992,AUT,Cycling,5,3.0,-3.3160797087851357
1992,AUT,Cycling,5,7.0,-4.616391076736509
1992,AUT,Fencing,8,8.0,-1.2789585070369256
1992,AUT,Handball,14,2.0,-1.535840782646945
1992,AUT,Judo,6,14.0,-0.5326189727399733
1992,AUT,Rowing,12,14.0,2.124836053463195
1992,AUT,Sailing,13,10.0,6.823800769933877
1992,AUT,Shooting,9,13.0,0.6370525067006039
1992,AUT,Table Tennis,3,4.0,-1.5376075537718972
1992,AUT,Tennis,7,4.0,2.9545419316540986
1992,AUT,Wrestling,2,10.0,-3.2857537688702827
1992,AUT,Wrestling,2,10.0,-3.2857537688702827
1992,BAH,Athletics,9,43.0,-8.041915713141371
1992,BAH,Sailing,2,10.0,-3.300104998866031
1992,BAH,Tennis,3,4.0,-0.16936383714581016
1992,BAN,Athletics,7,43.0,-0.5919109891478769
1992,BAN,Shooting,1,13.0,2.963151461894192
1992,BAR,Athletics,12,43.0,-0.11073127220410406
1992,BAR,Boxing,2,12.0,3.1319514922548883
1992,BAR,Cycling,2,3.0,-0.5088010366477747
1992,BAR,Cycling,2,7.0,-1.8091124045991456
1992,BAR,Sailing,5,10.0,4.63107944207124
